$sig_U_00_up
    Row.names         V1       V2       V3 1_hab00_mean 2_uncut_mean     theta      prob    log2FC
1126   ML19121a   ML19121a      ATG16L1  6.20e-81   38.9866667    48.726667 -0.6245255 0.9814931 -0.32173072
241   ML020019a  ML020019a       NOTCH4  3.00e-18   49.4566667    61.810000 -0.5657630 0.9725616 -0.32167526
165    ML01236a   ML01236a        MLST8  5.02e-34   13.0533333    16.310000 -0.3816286 0.9581156 -0.32133852
497    ML05475a   ML05475a       LYPLA2  2.90e-53   62.5733333    78.183333 -0.7562053 0.9853532 -0.32131314
173    ML01257a   ML01257a      KRTCAP2  3.97e-24  124.5800000   155.646667 -1.0257049 0.9920696 -0.32120220
524    ML05795a   ML05795a        TMED7  8.94e-29   35.3600000    44.176667 -0.5441917 0.9725682 -0.32116629
826    ML10425a   ML10425a        LARS1  0.00e+00   53.0133333    66.226667 -0.6421231 0.9819822 -0.32105699
870    ML11574a   ML11574a       ZNF563  1.77e-15   16.7633333    20.940000 -0.3821812 0.9581603 -0.32095239
1196   ML21603a   ML21603a         CTSH  2.69e-28   71.0233333    88.710000 -0.4886394 0.9657600 -0.32080367
744    ML08945a   ML08945a         CBX4  1.95e-14   18.3000000    22.856667 -0.3857198 0.9583665 -0.32077137
124   ML008716a  ML008716a          DEK  1.39e-13   25.3833333    31.703333 -0.5147267 0.9680057 -0.32075300
1056  ML160314a  ML160314a       LZTFL1  7.57e-71   32.2400000    40.233333 -0.4948000 0.9661228 -0.31953953
592    ML06839a   ML06839a         FAF1  2.21e-53   26.7566667    33.383333 -0.4683723 0.9659322 -0.31922962
840   ML105417a  ML105417a        REXO4  2.54e-48   21.5666667    26.903333 -0.3678094 0.9548087 -0.31898172
535   ML059811a  ML059811a        PPM1B  9.10e-58   42.8600000    53.446667 -0.6656947 0.9795461 -0.31846812
369    ML03861a   ML03861a      SLC31A1  1.58e-13   40.2566667    50.150000 -0.6581351 0.9802634 -0.31702198
577   ML065754a  ML065754a        GMPPA 9.74e-140   22.1400000    27.580000 -0.4734109 0.9656242 -0.31696723
164    ML01231a   ML01231a       ZCCHC9  1.09e-35   24.3300000    30.303333 -0.4320917 0.9612227 -0.31674018
1061  ML161333a  ML161333a         SMC4  0.00e+00   15.1566667    18.876667 -0.3756073 0.9572972 -0.31665153
1443  ML434313a  ML434313a        PCBP3  4.62e-23   30.5566667    38.053333 -0.4863741 0.9656449 -0.31653566
1344  ML293111a  ML293111a       BTF3L4  1.02e-53  121.8800000   151.760000 -0.8934243 0.9904759 -0.31633018
1338  ML282512a  ML282512a        PSMB4  2.09e-88  195.7600000   243.680000 -0.9710868 0.9941079 -0.31590184
434    ML04768a   ML04768a         PBX4  2.39e-67   18.8366667    23.446667 -0.3906844 0.9587066 -0.31583915
1401  ML356010a  ML356010a        DERL1  1.34e-84   41.4200000    51.543333 -0.5666535 0.9726640 -0.31545829
116    ML00812a   ML00812a        NT5C2 1.99e-110   20.2466667    25.193333 -0.4496918 0.9656369 -0.31535761
650   ML074248a  ML074248a       ACADVL  5.13e-10   17.2633333    21.476667 -0.3759611 0.9573696 -0.31505904
277    ML02548a   ML02548a         GAR1  3.72e-40  286.0166667   355.746667 -0.9529123 0.9919288 -0.31475102
492    ML05391a   ML05391a      TMEM87B  1.51e-45   23.6633333    29.430000 -0.4134504 0.9616805 -0.31463423
80    ML005354a  ML005354a      TBC1D23 3.94e-140   52.2666667    65.000000 -0.5296731 0.9703516 -0.31454856
774   ML093031a  ML093031a          NXN  1.16e-20  113.2966667   140.883333 -0.5323475 0.9707862 -0.31439553
1308  ML270541a  ML270541a         DERA 6.93e-153   43.0066667    53.476667 -0.5118126 0.9675889 -0.31434923
440    ML04795a   ML04795a        RPS13  1.88e-85  354.3266667   440.556667 -0.6024751 0.9751874 -0.31424755
1120   ML18931a   ML18931a        GNPAT 1.44e-118   26.6733333    33.163333 -0.5042367 0.9667604 -0.31419090
1238   ML23183a   ML23183a       TTLL12 3.87e-122   14.8966667    18.520000 -0.3575867 0.9501506 -0.31409455
1265  ML239912a  ML239912a     TMEM106A  3.02e-16   20.2433333    25.163333 -0.4198871 0.9612381 -0.31387618
1155  ML204411a  ML204411a         BTRC  0.00e+00   46.1400000    57.350000 -0.6797187 0.9789995 -0.31377548
1284  ML257629a  ML257629a      C7orf31  1.36e-09   55.0766667    68.456667 -0.6619695 0.9798431 -0.31374980
1433   ML40865a   ML40865a        SIK1B 6.73e-101   13.7933333    17.140000 -0.3619377 0.9521373 -0.31339596
405    ML04465a   ML04465a         H6PD  7.28e-73   17.1133333    21.263333 -0.3998155 0.9600585 -0.31324698
1262  ML239522a  ML239522a       RNF115  1.85e-38   13.7666667    17.096667 -0.3900021 0.9586435 -0.31253579
467   ML051316a  ML051316a        DUSP6  6.38e-36   81.0233333   100.620000 -0.6938596 0.9784607 -0.31250775
420    ML04632a   ML04632a        NABP2  1.75e-23   22.8666667    28.396667 -0.3864709 0.9584080 -0.31247551
199   ML015751a  ML015751a        CCNB2  6.48e-88   45.9333333    57.036667 -0.5929679 0.9756249 -0.31234819
1246   ML23332a   ML23332a       MBOAT7  4.90e-32   20.4133333    25.343333 -0.4611665 0.9663761 -0.31209451
250   ML021122a  ML021122a         LDAH  5.10e-26   15.7433333    19.540000 -0.4093024 0.9615476 -0.31168943
168   ML012414a  ML012414a       NECAP1  3.71e-06   35.6133333    44.186667 -0.5335765 0.9709900 -0.31119363
413   ML045243a  ML045243a       STYXL1  3.57e-49   22.0666667    27.373333 -0.4127167 0.9616919 -0.31090241
607   ML070266a  ML070266a       MAP2K3  2.04e-46   33.7566667    41.860000 -0.4280713 0.9608324 -0.31039986
154   ML011717a  ML011717a         PLAT  1.21e-20  167.2800000   207.376667 -0.6473258 0.9815512 -0.30998861
1354  ML305514a  ML305514a        APH1A  6.95e-36   47.8500000    59.303333 -0.5762862 0.9748002 -0.30959427
1207   ML21726a   ML21726a        AP3M1  0.00e+00   33.2633333    41.210000 -0.5667087 0.9726725 -0.30906171
424    ML04647a   ML04647a         ARL1  5.48e-96   56.7166667    70.216667 -0.6564544 0.9804700 -0.30804076
271    ML02496a   ML02496a         NOM1 2.14e-108   26.4700000    32.766667 -0.4578084 0.9664224 -0.30787072
1063   ML16218a   ML16218a         RCC2  1.28e-88   83.7400000   103.606667 -0.6644848 0.9796307 -0.30712801
91    ML006916a  ML006916a       CFAP97  2.83e-06   23.1866667    28.683333 -0.4138048 0.9616750 -0.30691726
32    ML003237a  ML003237a       CCDC39  4.85e-24   47.1000000    58.256667 -0.5140712 0.9679081 -0.30669610
330   ML033220a  ML033220a      SELENOI  4.39e-72   26.4433333    32.706667 -0.4689496 0.9658920 -0.30668068
666   ML077624a  ML077624a         CYCS  7.89e-46 1407.4400000  1739.956667 -1.3118607 1.0000000 -0.30597796
1188   ML21434a   ML21434a        PDCD6  5.86e-47   34.7100000    42.906667 -0.4429806 0.9639892 -0.30585046
1160  ML205626a  ML205626a        ALMS1  6.50e-08   15.9400000    19.703333 -0.3912671 0.9587606 -0.30578809
426    ML04714a   ML04714a         DDX4 1.79e-154   61.7333333    76.296667 -0.6659501 0.9795281 -0.30557034
1355  ML305522a  ML305522a         RXRG  2.17e-22   41.4233333    51.180000 -0.5799727 0.9755946 -0.30513650
1441   ML43114a   ML43114a      TMEM259  8.33e-81   23.9766667    29.620000 -0.4645463 0.9661965 -0.30494054
27    ML003020a  ML003020a         CTSH  1.60e-04  173.0366667   213.760000 -0.7972739 0.9867411 -0.30491413
876    ML11634a   ML11634a        PSMA5 1.30e-118  198.9866667   245.773333 -1.2930019 1.0000000 -0.30465663
964   ML141213a  ML141213a          AK7  0.00e+00   53.7100000    66.303333 -0.6401330 0.9821051 -0.30389068
1179   ML21313a   ML21313a      ANKRD49  3.66e-09   27.9566667    34.506667 -0.4291410 0.9608838 -0.30368276
1135  ML198514a  ML198514a        RAB3B  6.54e-78   39.6933333    48.983333 -0.5232605 0.9693412 -0.30339423
1325   ML27448a   ML27448a          AIP  4.25e-73   17.3166667    21.366667 -0.3726387 0.9565569 -0.30320061
1291   ML25827a   ML25827a     SLC25A22  8.84e-74   23.0533333    28.433333 -0.3693107 0.9554184 -0.30260787
503    ML05506a   ML05506a       DHTKD1 2.05e-175   22.5000000    27.750000 -0.3807610 0.9580457 -0.30256277
835    ML10437a   ML10437a        HEBP1  1.18e-11   51.1066667    63.030000 -0.4770289 0.9654978 -0.30252717
1370   ML31187a   ML31187a     HSD11B1L  1.45e-29   19.1966667    23.673333 -0.3655117 0.9538068 -0.30240704
231    ML01823a   ML01823a        GSTM4  1.10e-52   92.7400000   114.353333 -0.7520478 0.9851530 -0.30223479
525   ML058011a  ML058011a        MSRB1  5.19e-36  106.8133333   131.680000 -0.7287562 0.9862346 -0.30194449
1026   ML14972a   ML14972a       PIWIL2  7.06e-92   25.1566667    30.986667 -0.3903297 0.9586738 -0.30070679
810    ML09986a   ML09986a       AFG3L2  0.00e+00   44.1600000    54.383333 -0.5946316 0.9754387 -0.30042441
1181  ML214011a  ML214011a         RAE1 4.84e-161   37.9833333    46.773333 -0.5276448 0.9700294 -0.30031973
904    ML12523a   ML12523a        GMPPB 1.46e-178   47.9566667    59.053333 -0.5848463 0.9761148 -0.30028711
946    ML13601a   ML13601a          CCS  1.69e-28   18.7800000    23.120000 -0.3579051 0.9502856 -0.29994433
1024   ML14969a   ML14969a        GSTK1  6.47e-47   22.0533333    27.146667 -0.3823359 0.9581729 -0.29977833
1016  ML149611a  ML149611a       TIMM13  1.13e-10   75.9200000    93.450000 -0.7921732 0.9872514 -0.29971467
59    ML004933a  ML004933a         GLRX  3.94e-16  134.5433333   165.573333 -0.6401980 0.9821013 -0.29939943
65    ML005025a  ML005025a        HEBP2  3.56e-12  103.1666667   126.940000 -0.6235244 0.9812700 -0.29916984
933    ML13205a   ML13205a        PARP2 1.46e-162   31.3333333    38.546667 -0.4308003 0.9610434 -0.29890785
887    ML11825a   ML11825a        DPY30  2.50e-28  334.2266667   411.113333 -0.7834807 0.9878790 -0.29870932
858   ML111725a  ML111725a       ELAVL2  1.37e-68   30.1033333    37.013333 -0.4585320 0.9664228 -0.29812182
1200  ML216337a  ML216337a        SAP18  2.06e-50   80.0600000    98.436667 -0.7556668 0.9853132 -0.29811419
1419   ML37361a   ML37361a         NPR1  8.90e-12   25.0466667    30.790000 -0.3861679 0.9583907 -0.29784325
918    ML12869a   ML12869a        RABL6  9.81e-05   18.5033333    22.740000 -0.4112101 0.9616593 -0.29744706
1453   ML44425a   ML44425a         SCO1  1.91e-54   30.5966667    37.596667 -0.4440321 0.9642891 -0.29723027
954   ML138312a  ML138312a         SNX8  1.51e-44   23.8866667    29.350000 -0.4485707 0.9654141 -0.29715496
1025   ML14971a   ML14971a        KCNA3  1.38e-48   68.9300000    84.680000 -0.4344367 0.9616573 -0.29688925
991    ML14471a   ML14471a      FAM184A  2.49e-56   31.3133333    38.456667 -0.4137654 0.9616756 -0.29645663
621   ML071320a  ML071320a        N4BP1  6.95e-05   68.5966667    84.223333 -0.6682237 0.9794114 -0.29608150
19    ML002217a  ML002217a        DNAH9  0.00e+00   32.5966667    40.010000 -0.3884020 0.9585248 -0.29563619
541    ML06097a   ML06097a        ACOX3  6.19e-75   47.7933333    58.650000 -0.5783041 0.9752662 -0.29532172
127   ML009014a  ML009014a        SART1 1.10e-105   35.3800000    43.413333 -0.5242690 0.9694990 -0.29520415
1082   ML17012a   ML17012a        HMCN2  9.00e-16   17.6466667    21.653333 -0.3882084 0.9585108 -0.29519344
345   ML034642a  ML034642a       NDUFS7  4.26e-96   95.7366667   117.463333 -0.6504458 0.9812150 -0.29506700
1234   ML22911a   ML22911a         EMC1  1.73e-08   27.5500000    33.790000 -0.4239614 0.9608909 -0.29454403
352    ML03589a   ML03589a       PLXNA1 7.43e-139   25.4733333    31.236667 -0.4420848 0.9637304 -0.29425275
300   ML030216a  ML030216a       CCDC96  2.56e-04   51.9233333    63.613333 -0.6306306 0.9822297 -0.29294618
631   ML073217a  ML073217a         UROD 1.83e-127   43.2900000    53.033333 -0.5713012 0.9735519 -0.29286563
449   ML049633a  ML049633a      SLC13A3 4.13e-105   19.0666667    23.350000 -0.3817892 0.9581286 -0.29236990
1223   ML22257a   ML22257a         SDK1  3.82e-21   24.0633333    29.456667 -0.4470924 0.9650819 -0.29175768
204   ML016211a  ML016211a        RPL18  1.23e-79  394.1833333   482.473333 -1.0885368 0.9966075 -0.29158243
600    ML06934a   ML06934a         OPA1 3.96e-101   26.2233333    32.096667 -0.4114824 0.9616678 -0.29157239
747    ML09023a   ML09023a      SLC37A2 8.07e-124   15.9033333    19.463333 -0.3655265 0.9538134 -0.29142962
1220  ML221321a  ML221321a         TTC1  1.60e-53   31.5800000    38.640000 -0.4782281 0.9654756 -0.29108392
1171   ML20878a   ML20878a      SLC35C2  1.39e-83   16.7366667    20.463333 -0.3945438 0.9591583 -0.29002894
823    ML10377a   ML10377a       TUBA3D  4.12e-40  847.5300000  1036.113333 -1.2024073 0.9999832 -0.28984548
1380  ML327432a  ML327432a       CC2D1B  2.01e-10   36.9866667    45.213333 -0.4104693 0.9616338 -0.28974300
1450   ML44071a   ML44071a         HEXA 4.70e-135   27.9800000    34.203333 -0.4473630 0.9651461 -0.28974097
944   ML135627a  ML135627a         DKC1  0.00e+00   97.0000000   118.536667 -0.7367426 0.9860113 -0.28927674
1421  ML375928a  ML375928a        DNAI2  0.00e+00   53.3300000    65.163333 -0.5047274 0.9668030 -0.28911308
1013  ML148924a  ML148924a        UBE2H  1.48e-93   64.3600000    78.606667 -0.6777616 0.9790923 -0.28848735
447   ML049317a  ML049317a        CCNB3  3.52e-69   51.4600000    62.850000 -0.6471448 0.9815696 -0.28846129
1001   ML14701a   ML14701a       GALNT1 9.49e-148   46.8000000    57.140000 -0.5094854 0.9672941 -0.28799251
790    ML09664a   ML09664a       EIF2B1  4.15e-79   25.0600000    30.593333 -0.3682718 0.9549974 -0.28783089
1039  ML154141a  ML154141a        ERO1B 2.40e-116   71.2866667    87.023333 -0.5595804 0.9723736 -0.28777002
421    ML04635a   ML04635a        KLKB1  7.65e-07  179.0266667   218.516667 -0.4727060 0.9656577 -0.28756882
211    ML01677a   ML01677a        SVEP1  1.39e-77   24.5400000    29.950000 -0.3607573 0.9515845 -0.28742075
1371   ML31981a   ML31981a         NAGK  3.23e-66   28.8666667    35.230000 -0.3728494 0.9566238 -0.28739995
75     ML00532a   ML00532a        HDHD5  8.66e-56   14.1300000    17.240000 -0.3646773 0.9534204 -0.28699831
156   ML011743a  ML011743a        SMAD3  0.00e+00   37.3833333    45.603333 -0.4897324 0.9658208 -0.28674407
379   ML040019a  ML040019a      MRPS18A  1.25e-05   29.1300000    35.523333 -0.4617614 0.9663495 -0.28626126
1075   ML16885a   ML16885a        BCAS3  5.15e-57   20.8633333    25.436667 -0.3968711 0.9595231 -0.28593995
414    ML04528a   ML04528a          MAK 4.39e-161   23.9533333    29.203333 -0.3934322 0.9590035 -0.28590662
520    ML05771a   ML05771a        FKBP2  2.65e-29   47.3466667    57.716667 -0.4881104 0.9657312 -0.28572512
508   ML056511a  ML056511a         CHKA  9.31e-63   26.0233333    31.720000 -0.3657093 0.9538941 -0.28558700
446    ML04902a   ML04902a         CUX1  7.36e-69   20.8766667    25.446667 -0.3992480 0.9599504 -0.28558531
284    ML02764a   ML02764a         MFN2  5.96e-66   13.0566667    15.913333 -0.3605438 0.9514849 -0.28544944
829   ML104318a  ML104318a        POLE4  1.20e-14   20.6900000    25.206667 -0.3918070 0.9588124 -0.28487170
777    ML09308a   ML09308a         SDHC  5.22e-28   95.4800000   116.303333 -0.8206778 0.9876814 -0.28462197
529    ML05823a   ML05823a       CNRIP1  4.00e-12   20.6900000    25.200000 -0.3818943 0.9581371 -0.28449009
821    ML10374a   ML10374a       TUBA1A  0.00e+00 1223.7866667  1489.446667 -1.6274469 1.0000000 -0.28342438
343   ML034616a  ML034616a        NAA30  3.84e-74   23.8666667    29.033333 -0.3669294 0.9544351 -0.28271313
637   ML073257a  ML073257a     SLC16A12  5.42e-07   46.1900000    56.186667 -0.5639582 0.9724085 -0.28264727
281    ML02667a   ML02667a        CHAC2  2.55e-58   59.9800000    72.956667 -0.4701055 0.9658145 -0.28255829
417   ML046312a  ML046312a       STKLD1  4.70e-45   29.4033333    35.743333 -0.4644537 0.9662023 -0.28169447
633   ML073224a  ML073224a        MMP28  7.99e-30  154.1266667   187.323333 -0.3864410 0.9584063 -0.28141412
1172  ML209111a  ML209111a     SLC25A11 7.47e-153   31.3100000    38.053333 -0.4132657 0.9616834 -0.28139933
731   ML086612a  ML086612a       FNDC3A 4.25e-117   28.2766667    34.366667 -0.4227737 0.9609767 -0.28139787
1050  ML154522a  ML154522a       POLR2E 2.53e-118   64.0200000    77.803333 -0.5456054 0.9726925 -0.28130929
25    ML002812a  ML002812a        ISOC1  2.29e-70   24.1266667    29.316667 -0.4032550 0.9607097 -0.28109247
706    ML08376a   ML08376a        ACSL1  0.00e+00   25.9133333    31.483333 -0.3829496 0.9582100 -0.28089369
1409   ML35888a   ML35888a      PPP2R3B 1.85e-139   31.2633333    37.973333 -0.4558309 0.9663603 -0.28051504
831   ML104326a  ML104326a         FEN1 1.35e-157   21.0066667    25.506667 -0.4013912 0.9603596 -0.28002712
1149  ML200253a  ML200253a         GDF2  2.61e-09   37.5966667    45.646667 -0.4182963 0.9613921 -0.27990475
466   ML051310a  ML051310a         DOHH  6.78e-96   28.2400000    34.283333 -0.4377327 0.9624728 -0.27976730
626    ML07243a   ML07243a       MAP3K3  8.28e-17   59.2566667    71.936667 -0.4031629 0.9606937 -0.27974984
253   ML021134a  ML021134a        COQ8A 1.28e-151   17.8400000    21.650000 -0.3614670 0.9519163 -0.27925141
965    ML14121a   ML14121a         BAG6  7.68e-15   32.4200000    39.336667 -0.4292768 0.9608903 -0.27899062
1071  ML167040a  ML167040a          TEC  3.66e-12   40.2133333    48.790000 -0.4548281 0.9662938 -0.27891156
996   ML145814a  ML145814a        UBE3A 4.59e-138   31.8333333    38.620000 -0.4856754 0.9656120 -0.27880993
112    ML00772a   ML00772a        PDPK1 1.50e-124   27.0166667    32.770000 -0.4306065 0.9610237 -0.27852599
1482   ML49659a   ML49659a        PSMD3 2.25e-173  143.4866667   173.996667 -0.7596811 0.9857530 -0.27814299
288    ML02918a   ML02918a       ZDHHC5  6.27e-61   34.6100000    41.966667 -0.4404660 0.9632538 -0.27805494
833   ML104336a  ML104336a          NXN  1.41e-15  164.2433333   199.070000 -0.5839265 0.9760685 -0.27744101
1059  ML161314a  ML161314a        SAXO1  3.91e-06   25.4333333    30.820000 -0.3764673 0.9574735 -0.27714631
1136   ML19855a   ML19855a          TTN  1.12e-09   34.1533333    41.386667 -0.4687482 0.9659054 -0.27713967
685   ML079727a  ML079727a         SSH3  3.21e-64   20.3033333    24.600000 -0.3947621 0.9591897 -0.27694171
222   ML017943a  ML017943a        ABCG1  6.38e-43   51.6700000    62.563333 -0.4963081 0.9662144 -0.27599050
461    ML05084a   ML05084a        HBS1L  0.00e+00   45.8200000    55.476667 -0.4666102 0.9660567 -0.27590365
1236   ML23069a   ML23069a         MANF  1.79e-43  176.4666667   213.610000 -0.6054776 0.9755840 -0.27558349
320    ML03246a   ML03246a       ELMOD3  1.07e-57   24.3833333    29.513333 -0.3810041 0.9580653 -0.27547151
624    ML07147a   ML07147a        SIDT1 3.13e-170   35.7666667    43.283333 -0.4984347 0.9663459 -0.27519594
703   ML083033a  ML083033a       EFCAB6  2.11e-77   21.3366667    25.816667 -0.3711785 0.9560951 -0.27496793
1467  ML458311a  ML458311a        UQCRH  1.50e-09  387.7366667   469.013333 -0.6486923 0.9814098 -0.27455177
822    ML10376a   ML10376a       TUBA1C  0.00e+00  207.8700000   251.313333 -0.9393423 0.9878458 -0.27380565
301    ML03022a   ML03022a        UCHL5 2.77e-114   49.1466667    59.400000 -0.5573596 0.9724806 -0.27336936
1217  ML220724a  ML220724a        NOVA2  1.07e-23   33.9866667    41.066667 -0.4110047 0.9616529 -0.27299898
468   ML051317a  ML051317a        ACAT1 8.98e-142   52.0766667    62.923333 -0.6484093 0.9814392 -0.27295799
